   |  001  002  003  004  005  006  007  008  009  010  011  012  013  014  015  016  017  018  019  020  021  022  023  024  025  026  027  028  029  030  031  032  033  034  035  036  037  038  039  040  041  042  043  044  045  046  047  048  049  050  051  052  053  054  055  056  057  058  059  060  061  062  063  064  065  066  067  068  069  070  071  072  073  074  075  076  077  078  079  080  081  082  083  084  085  086  087  088  089  090  091  092  093  094  095  096  097  098  099  100  101  102  103  104  105  106  107  108  109  110  111  112  113  114  115  116  117  118  119  120  121  122  123  124  125  126  127  128  129  130  131  132  133  134  135  136  137  138  139  140  141  142  143  144  145  146  147  148  149  150  151  152  153  154  155  156  157  158  159  160  161  162  163  164  165  166  167  168  169  170  171  172  173  174  175  176  177  178  179  180  181  182  183  184  185  186  187  188  189  190  191  192  193  194  195  196  197  198  199  200  201  202  203  204  205  206  207  208  209  210  211  212  213  214  215  216  217  218  219  220  221  222  223  224  225  226  227  228  229  230  231  232  233  234  235  236  237  238  239  240  241  242  243  244  245  246  247  248  249  250  251  252  253  254  255  256  257  258  259  260  261  262  263  264  265  266  267  268  269  270  271  272  273  274  275  276  277  278  279  280  281  282  283  284  285  286  287  288  289  290  291  292  293  294  295  296  297  298  299  300 
066|  -01  004  000  -02  -04  -04  -02  000  004  000  -04  004  003  004  -04  -01  003  -01  -03  -05  -05  -04  -02  002  -03  004  001  000  001  003  -04  000  -05  002  001  000  001  004  -03  002  -02  -04  -05  -05  -04  -01  003  -01  -05  004  003  004  -04  -01  004  000  -03  -04  -04  -03  000  004  -01  -05  003  002  003  -05  -02  003  -02  -05  004  004  -05  -03  001  -04  002  000  -01  -01  001  004  -02  004  001  -01  -01  000  002  -05  000  -04  004  003  003  004  -03  001  -04  003  001  001  001  003  -03  001  -03  -05  003  003  004  -03  001  -04  002  000  000  000  002  -05  -01  -05  002  001  000  001  004  -02  003  -01  -04  -05  -04  -03  000  -05  000  -03  -05  -05  -04  -02  001  -04  002  000  -02  -01  000  003  -03  002  -01  -03  -04  -03  -01  002  -03  003  000  -02  -02  -01  002  -04  001  -02  -05  004  -05  -03  000  004  000  -03  -05  -05  -04  -02  002  -03  003  001  000  000  002  -05  -01  004  001  -01  -01  000  002  -05  000  -04  003  002  002  004  -04  000  -04  002  000  000  000  002  -05  000  -04  003  001  001  003  -05  -01  004  000  -02  -03  -02  -01  002  -03  003  000  -02  -03  -02  001  004  -01  -04  003  002  002  004  -03  001  -04  003  001  001  001  004  -03  002  -02  -05  004  004  -05  -02  002  -03  004  002  001  001  003  -04  001  -03  004  003  002  003  -04  000  -05  001  -01  -02  -02  000  003  -03  003  000  -02  -02  -01  001  -05  000  -04  003  002  002  004  -03  001  -04  003  001 
067|  001  -04  002  000  -01  -01  000  003  -02  004  001  -01  -01  000  002  -04  001  -03  -05  004  004  -04  -01  004  000  -03  -05  -05  -04  -01  002  -03  004  002  001  002  003  -03  001  -03  004  003  003  004  -03  000  -04  002  000  000  000  002  -05  000  -04  003  002  002  003  -04  000  -05  002  000  000  000  002  -04  000  -03  004  003  003  004  -03  001  -03  003  002  001  002  004  -03  002  -01  -04  -05  -05  -03  000  004  -01  -04  004  004  -05  -03  001  -04  002  000  -01  -01  001  004  -02  003  000  -01  -01  000  002  -04  001  -03  -05  004  004  -04  -01  003  -01  -04  -05  -05  -04  -02  002  -03  004  001  000  001  003  -04  001  -04  004  002  002  003  -04  000  -05  002  -01  -01  -01  001  -05  -01  -05  002  001  001  002  -05  -01  004  001  -01  -02  -01  001  -05  -01  -05  003  001  002  003  -04  000  -05  002  000  000  000  003  -04  001  -03  004  003  004  -05  -02  002  -02  -05  003  002  003  -05  -01  004  000  -02  -03  -03  -01  002  -04  002  -01  -03  -04  -03  000  004  -01  -05  003  002  002  004  -03  001  -03  004  002  002  003  -04  000  -05  001  -01  -02  -01  000  003  -02  004  001  000  -01  001  003  -03  002  -01  -03  -04  -03  -02  002  -04  002  000  -02  -02  -01  002  -04  001  -02  -04  -05  -04  -02  001  -04  002  000  -02  -02  000  002  -03  002  -01  -03  -04  -03  -01  003  -03  004  001  000  000  001  004  -01  004  001  -01  -01  000  002  -05  000  -04  004  003  003  -05  -02  002 
068|  002  -03  004  001  001  001  003  -03  001  -02  -05  004  004  -05  -02  002  -02  -05  003  003  004  -04  000  -05  002  000  -01  -01  001  -05  -01  -05  002  001  001  003  -05  000  -05  002  000  000  001  003  -03  002  -02  -04  -05  -04  -03  001  -05  001  -02  -03  -03  -02  001  -05  000  -03  -05  -05  -04  -02  002  -03  003  001  000  000  002  -05  -01  -05  002  001  001  002  -05  -01  004  001  -01  -02  -01  001  -05  000  -04  003  002  003  004  -03  002  -03  -05  003  003  004  -03  000  -04  002  000  000  000  003  -04  001  -03  004  003  003  -05  -02  002  -02  -05  003  003  004  -03  001  -04  002  000  000  000  002  -05  000  -04  004  002  003  004  -03  001  -03  004  002  002  003  -05  -01  004  001  -02  -02  -02  000  003  -02  004  001  000  000  001  004  -02  004  001  -01  -01  000  002  -04  001  -03  -05  004  004  -04  -01  004  000  -03  -04  -04  -03  000  004  -01  -04  004  004  -05  -03  000  -05  002  -01  -02  -01  000  004  -02  004  001  000  -01  001  003  -03  003  -01  -02  -03  -02  000  003  -02  004  002  001  001  003  -04  000  -04  003  002  002  003  -05  -01  -05  001  -01  -02  -01  001  -05  -01  -04  003  002  002  004  -03  001  -03  004  002  002  003  -04  -01  -05  001  -01  -02  -01  001  004  -01  -05  002  001  001  003  -04  000  -04  003  001  001  002  004  -02  003  -01  -03  -04  -03  -01  002  -03  003  000  -01  -01  000  003  -03  003  000  -02  -03  -02  001  004  -01  -04  003  003  003 
069|  003  -02  -05  003  003  004  -04  000  -05  002  -01  -01  -01  001  -05  -01  -05  003  002  002  004  -03  001  -03  004  003  002  004  -04  001  -04  003  001  001  002  004  -02  003  -01  -03  -04  -03  -01  002  -03  003  001  000  000  002  -05  -01  -05  002  001  000  002  004  -01  004  001  -01  -01  000  002  -04  001  -03  -05  -05  -05  -03  001  -05  002  -01  -02  -02  000  003  -03  003  000  -01  -01  000  003  -03  003  000  -02  -03  -02  001  -05  000  -04  004  003  004  -04  -01  004  000  -02  -03  -03  -01  002  -03  002  000  -02  -02  000  002  -04  002  -01  -03  -03  -02  000  004  -01  -04  003  003  003  -04  -01  004  000  -02  -03  -03  -01  002  -04  002  -01  -02  -02  -01  002  -04  002  -01  -03  -03  -02  000  004  -01  -04  003  003  003  -04  -01  004  000  -02  -03  -03  -01  002  -04  002  000  -02  -02  000  002  -03  002  -01  -03  -03  -02  000  004  -01  -04  004  003  004  -04  000  -05  001  -02  -03  -02  000  003  -03  003  000  -01  -01  000  003  -03  003  000  -02  -02  -01  002  -05  001  -03  -05  -05  -05  -03  001  -04  002  000  -01  -01  001  004  -01  004  002  000  001  002  -05  -01  -05  002  000  000  001  003  -03  002  -01  -03  -04  -03  -01  003  -02  004  002  001  001  003  -04  001  -04  004  002  003  004  -03  001  -03  004  002  002  003  -05  -01  -05  001  -01  -01  -01  002  -05  000  -04  004  003  003  -05  -02  003  -01  -04  -05  -05  -03  000  004  -01  -04  -05  -05  -04  -02  002  -03  004 
070|  004  000  -03  -05  -05  -03  -01  003  -01  -04  004  003  004  -03  001  -04  003  001  000  001  003  -03  002  -02  -04  -04  -04  -02  002  -03  003  000  -01  000  002  -05  000  -04  003  002  002  004  -03  001  -03  -05  003  003  -05  -02  002  -03  004  003  003  004  -03  001  -04  003  001  001  002  004  -02  004  000  -02  -02  -01  001  004  -01  -04  004  003  004  -04  -01  004  000  -02  -03  -03  -01  003  -03  003  001  000  000  001  004  -01  -05  002  001  001  002  -05  -01  -05  002  000  000  002  004  -02  004  001  -01  -02  -01  002  -04  001  -02  -04  -05  -04  -02  002  -03  003  001  001  001  003  -03  002  -02  -05  004  -05  -03  000  -05  001  -02  -03  -03  -01  002  -04  002  000  -02  -02  000  003  -03  002  -01  -02  -02  -01  002  -04  001  -02  -04  -04  -03  -01  003  -01  -05  003  003  004  -04  -01  004  001  -01  -02  -01  001  004  -01  -05  003  002  002  004  -02  002  -02  -04  -05  -05  -04  -01  004  000  -03  -04  -04  -03  000  004  000  -03  -05  -05  -03  -01  003  -01  -04  004  003  004  -03  001  -04  003  001  000  001  003  -03  002  -02  -04  -04  -04  -02  002  -03  003  000  -01  000  002  -05  000  -04  003  002  002  004  -03  001  -03  -05  003  003  -05  -02  002  -03  004  003  003  004  -03  001  -04  003  001  001  002  004  -02  004  000  -02  -02  -01  001  004  -01  -04  004  003  004  -04  -01  004  000  -02  -03  -03  -01  003  -03  003  001  000  000  001  004  -01  -05  002  001  001  002  -05 
071|  -05  001  -01  -03  -02  -01  002  -04  002  000  -02  -02  000  003  -03  003  000  -01  -01  000  003  -03  003  000  -01  -02  000  003  -03  003  000  -02  -02  -01  002  -04  002  -01  -03  -03  -02  001  -05  001  -02  -04  -04  -03  -01  004  -01  -04  004  004  -05  -02  002  -03  004  002  002  003  -05  -01  -05  001  -01  -01  000  003  -04  002  -02  -04  -04  -03  -01  003  -02  -05  003  003  003  -04  000  -05  001  -01  -01  000  002  -05  001  -03  -05  004  -05  -03  001  -04  002  000  000  000  003  -04  001  -03  -05  -05  -05  -03  001  -04  002  000  -01  000  002  -05  000  -04  004  003  004  -05  -01  004  000  -02  -03  -03  -01  002  -03  003  001  000  000  002  -05  000  -04  004  003  003  -05  -02  002  -01  -04  -05  -05  -03  000  -05  001  -02  -03  -03  -01  002  -04  002  000  -02  -02  000  003  -02  003  001  -01  -01  001  004  -02  004  001  000  000  002  004  -01  -05  002  000  000  002  -05  -01  004  002  000  000  001  004  -02  004  001  -01  -01  001  003  -02  003  000  -02  -02  000  002  -04  002  -01  -03  -03  -02  001  -05  000  -03  -05  -05  -04  -01  002  -02  -05  003  003  004  -04  000  -05  002  000  000  001  003  -03  002  -01  -03  -03  -02  000  004  -01  -05  004  003  004  -04  000  -05  002  000  -01  000  002  -04  001  -03  -05  -05  -05  -03  001  -04  003  000  000  000  002  -04  001  -03  -05  004  -05  -03  001  -05  002  000  -01  -01  001  -05  000  -04  003  003  003  -05  -02  003  -01  -03  -04 
072|  -03  003  000  -01  000  002  -05  000  -04  004  003  003  -05  -02  003  000  -03  -04  -03  -01  002  -03  004  002  001  001  004  -03  002  -01  -04  -04  -04  -01  002  -03  004  002  001  002  004  -02  003  000  -02  -03  -02  000  004  000  -04  004  004  -05  -03  001  -04  003  001  001  002  -05  -01  004  001  -01  -01  000  002  -03  002  -01  -03  -03  -02  001  -05  001  -02  -04  -04  -03  000  004  000  -03  -05  -05  -03  000  004  -01  -03  -05  -05  -03  000  004  000  -03  -04  -04  -03  000  -05  001  -02  -03  -03  -01  002  -04  002  -01  -02  -01  000  003  -02  004  001  000  001  003  -04  000  -03  004  003  004  -05  -01  003  000  -03  -04  -03  -01  002  -03  003  001  000  001  003  -04  001  -03  -05  -05  -05  -03  001  -04  002  000  -01  000  002  -04  001  -02  -04  -05  -04  -02  002  -03  003  002  001  002  004  -02  003  000  -02  -02  -01  001  -05  000  -03  -05  -05  -04  -02  002  -02  -05  003  002  004  -04  000  -04  003  001  001  002  -05  -01  004  001  000  000  001  004  -02  004  001  -01  -01  000  003  -02  003  000  -01  -01  000  003  -02  004  001  -01  000  001  004  -01  004  002  000  001  002  -05  000  -04  003  002  002  004  -03  002  -02  -05  004  004  -04  000  004  000  -02  -03  -03  -01  002  -03  003  001  000  001  003  -04  001  -03  -05  004  004  -03  000  -05  001  -01  -02  -01  001  -05  000  -04  004  003  004  -04  000  -05  001  -01  -01  000  002  -05  001  -03  -05  -05  -04  -02  002  -03 
073|  -02  004  002  001  002  004  -02  003  -01  -02  -03  -02  000  004  000  -04  -05  004  -05  -02  002  -02  -05  003  003  004  -03  002  -03  -05  003  003  -05  -02  003  -02  -04  -05  -05  -03  000  -05  001  -01  -02  -01  001  004  -01  -04  003  003  004  -04  000  -05  001  -01  -01  000  002  -04  002  -01  -03  -03  -02  001  -05  001  -02  -04  -04  -02  001  -05  001  -02  -03  -03  -01  002  -04  002  000  -01  -01  001  -05  000  -04  004  003  003  -04  -01  004  001  -01  -02  -01  001  -05  000  -03  -05  -05  -04  -02  003  -02  -05  003  003  -05  -03  002  -03  004  003  003  -05  -02  002  -02  -05  004  -05  -04  000  004  000  -02  -03  -02  -01  003  -02  004  002  001  002  004  -02  003  000  -02  -03  -02  001  004  000  -03  -05  -05  -04  -02  002  -02  -05  003  003  -05  -02  002  -02  -05  004  004  -04  -01  003  -01  -03  -04  -04  -02  001  -04  002  000  -01  -01  001  -05  000  -04  004  004  -05  -03  001  -04  002  001  000  001  004  -02  003  000  -02  -02  -01  002  -04  002  -01  -03  -02  -01  002  -04  002  000  -02  -01  000  003  -02  004  002  001  001  003  -04  001  -02  -05  -05  -05  -03  001  -04  003  000  000  001  003  -03  002  -01  -03  -03  -02  001  -05  000  -03  -04  -05  -03  000  004  000  -03  -05  -05  -03  000  004  000  -02  -03  -03  -01  002  -03  003  001  000  000  002  -04  001  -03  -05  004  -05  -03  001  -04  002  000  000  001  003  -03  003  000  -02  -02  -01  001  -04  001  -02  -03  -03  -02 
074|  -01  -04  004  003  004  -03  001  -04  003  002  001  003  -04  000  -04  003  002  002  004  -03  002  -02  -04  -05  -05  -03  001  -04  002  001  000  001  003  -03  003  000  -02  -02  -01  002  -04  002  -01  -02  -02  000  003  -02  004  002  001  001  003  -03  002  -02  -04  -04  -03  -01  003  -02  -05  003  003  -05  -03  002  -03  -05  003  003  -05  -02  003  -01  -04  -05  -04  -02  001  -04  003  001  000  001  004  -03  003  000  -02  -02  -01  002  -04  001  -01  -03  -03  -01  002  -03  003  000  -01  000  002  -05  000  -03  004  004  -05  -03  001  -04  003  001  001  002  -05  -01  -05  002  000  000  002  -05  -01  -04  003  002  002  004  -02  003  -01  -03  -04  -03  -01  003  -02  -05  003  003  004  -03  001  -03  004  002  002  004  -03  001  -03  -05  004  004  -04  -01  004  000  -02  -02  -02  001  004  000  -04  004  004  -05  -02  002  -03  004  003  003  004  -03  002  -02  -05  004  -05  -04  000  -05  001  -01  -02  -01  001  004  000  -04  004  004  -05  -02  002  -03  004  003  003  004  -03  002  -03  -05  004  004  -04  -01  004  000  -02  -03  -02  000  004  -01  -05  003  003  004  -04  001  -04  003  001  001  003  -04  000  -04  003  002  002  004  -03  002  -02  -04  -05  -04  -02  002  -03  003  001  001  002  004  -02  004  001  -01  -01  000  003  -03  003  001  -01  000  001  -05  -01  -05  003  002  003  -05  -02  003  000  -02  -03  -02  001  -05  000  -03  -04  -05  -03  000  004  000  -03  -04  -04  -03  001  -05  001  -01 
075|  000  -03  -05  -05  -03  -01  004  -01  -03  -04  -04  -02  001  -04  002  000  -01  000  002  -04  001  -02  -04  -04  -02  000  -05  000  -02  -03  -03  -01  002  -03  003  001  000  001  003  -03  002  -01  -03  -03  -01  001  -04  001  -01  -02  -02  000  003  -02  004  002  001  002  004  -02  003  000  -02  -02  000  002  -03  002  000  -01  -01  001  004  -01  -05  003  002  003  -05  -01  004  001  -01  -01  001  003  -02  003  001  000  000  002  -05  000  -04  004  003  004  -04  000  -05  002  000  000  002  004  -01  004  002  001  001  003  -04  001  -03  -05  004  -05  -03  001  -04  003  001  001  003  -05  000  -05  003  002  002  004  -03  002  -02  -04  -05  -04  -02  002  -03  004  002  002  004  -04  001  -04  004  003  003  -05  -02  003  -01  -03  -04  -03  -01  003  -02  -05  003  003  -05  -03  002  -03  -05  004  004  -04  -01  004  000  -02  -03  -02  000  004  -01  -04  004  004  -04  -02  003  -02  -04  -05  -05  -03  000  -05  001  -01  -02  -01  001  -05  000  -03  -05  -05  -03  -01  004  -01  -03  -04  -04  -02  001  -04  002  000  -01  000  002  -04  001  -02  -04  -04  -02  000  -05  000  -02  -03  -03  -01  002  -03  003  001  000  001  003  -03  002  -01  -03  -03  -01  001  -04  001  -01  -02  -02  000  003  -02  004  002  001  002  004  -02  003  000  -02  -02  000  002  -03  002  000  -01  -01  001  004  -01  -05  003  002  003  -05  -01  004  001  -01  -01  001  003  -02  003  001  000  000  002  -05  000  -04  004  003  004  -04  000 
076|  002  -01  -03  -03  -01  002  -04  003  000  000  000  002  -04  001  -02  -03  -04  -02  001  -05  001  -02  -03  -02  000  003  -02  -05  003  003  004  -04  000  -04  003  002  002  004  -03  002  -02  -04  -05  -04  -01  003  -02  -05  004  004  -05  -02  003  -01  -04  -05  -04  -02  002  -03  004  002  002  003  -04  000  -04  003  002  003  004  -02  003  -01  -03  -03  -02  000  004  000  -03  -04  -04  -02  001  -05  002  -01  -01  000  002  -04  001  -02  -04  -04  -02  001  -05  001  -01  -02  -02  000  004  -01  -05  004  003  -05  -03  001  -03  004  003  004  -05  -01  004  000  -02  -03  -02  001  -05  000  -03  -04  -04  -02  001  -05  001  -01  -02  -01  001  -05  000  -03  -05  -05  -04  -01  004  000  -03  -04  -03  -01  002  -03  004  002  001  002  -05  -01  -05  002  001  001  003  -04  001  -03  -05  004  -05  -02  001  -03  004  002  002  004  -03  001  -03  -05  004  -05  -03  001  -04  002  001  000  002  -05  -01  -05  002  001  001  003  -03  002  -02  -04  -04  -03  -01  003  -01  -04  004  -05  -04  000  004  000  -02  -03  -02  001  004  000  -03  -05  -05  -04  -01  004  000  -03  -04  -03  -01  003  -02  004  002  002  003  -04  000  -04  003  002  002  004  -03  002  -01  -03  -04  -03  000  004  -01  -04  -05  -05  -04  -01  004  000  -02  -03  -02  000  004  -01  -04  004  004  -05  -02  003  -02  -04  -05  -05  -03  001  -04  002  000  000  001  004  -02  004  001  -01  000  001  -05  000  -04  004  003  004  -04  000  -04  003  001  001 
077|  003  000  -01  -01  001  004  -01  -04  004  004  -05  -03  001  -03  -05  003  004  -04  -01  004  001  -01  -02  -01  002  -04  002  -01  -02  -01  000  004  -01  -05  004  003  004  -03  001  -03  004  003  004  -04  -01  004  001  -01  -02  000  002  -04  002  000  -01  -01  001  004  -01  -04  004  004  -05  -02  002  -02  -05  004  -05  -03  000  -05  002  000  000  001  003  -02  004  001  000  000  002  -04  001  -02  -04  -05  -03  000  004  000  -03  -04  -03  -01  002  -03  004  002  002  003  -04  000  -04  003  002  003  -05  -01  004  000  -02  -02  000  002  -03  003  000  -01  000  002  -05  000  -03  -05  -05  -04  -01  004  -01  -03  -04  -04  -01  002  -03  004  002  002  003  -04  001  -03  004  003  004  -04  -01  -05  001  -01  -01  001  004  -02  004  001  000  001  003  -03  002  -01  -03  -03  -02  001  -04  002  -01  -02  -01  001  -05  000  -04  -05  -05  -04  -01  003  -01  -03  -04  -03  -01  002  -02  -05  003  003  004  -03  002  -02  -05  004  -05  -03  001  -04  003  001  001  002  -05  000  -04  004  003  003  -05  -01  -05  001  000  000  001  004  -01  -05  002  001  002  004  -02  003  000  -01  -02  000  003  -03  004  001  000  001  003  -03  002  -01  -02  -02  -01  002  -03  003  000  000  000  002  -04  002  -01  -03  -03  -02  001  -04  002  000  -01  000  002  -04  001  -02  -03  -03  -02  001  -04  002  000  -01  -01  002  -04  001  -02  -04  -04  -02  001  -04  002  -01  -01  000  002  -04  001  -02  -03  -03  -02  001  -04  002 
078|  004  001  000  001  003  -03  002  -01  -02  -02  -01  002  -03  003  001  000  001  003  -03  003  000  -01  -01  001  004  -01  -04  004  003  -05  -03  002  -03  -05  004  004  -04  000  -05  002  000  000  002  -05  -01  -05  003  002  003  -04  -01  -05  002  001  001  002  -04  001  -03  -05  -05  -04  -02  002  -02  -04  004  -05  -03  001  -04  002  001  000  002  -05  -01  -05  003  002  003  -05  -01  004  001  000  000  002  -05  000  -04  004  003  004  -03  001  -03  004  003  003  -05  -02  003  000  -02  -02  -01  002  -03  003  000  -01  000  002  -04  001  -02  -04  -04  -02  001  -04  002  000  -01  000  003  -03  002  000  -02  -01  000  004  -01  -05  003  003  004  -03  001  -03  -05  004  004  -04  000  -05  002  001  000  002  -05  000  -04  003  003  004  -04  000  -04  003  001  001  003  -03  001  -02  -04  -04  -03  -01  004  -01  -03  -04  -04  -02  002  -03  004  002  002  003  -04  001  -03  -05  004  -05  -03  001  -04  003  002  002  004  -03  002  -02  -04  -05  -04  -01  003  -01  -04  -05  -04  -02  001  -04  003  001  001  002  -05  -01  -05  003  002  003  -05  -01  004  001  000  000  001  -05  -01  -04  003  003  004  -04  000  -04  003  002  002  004  -02  003  -01  -03  -03  -02  001  -04  001  -01  -02  -01  001  004  000  -03  -05  -05  -03  000  004  000  -02  -02  -02  001  -05  001  -02  -04  -03  -02  002  -03  003  001  001  002  -05  -01  -05  002  001  002  004  -02  003  000  -02  -02  -01  002  -03  003  001  000  001  003 
